,Sifra,Naslov
2824,2071650130000,gorenja žaga
2825,2090270200000,gorenja žetina
2826,2070170390000,gorenjci pri adlešičih
2827,1080680100000,gorenje
2828,2041250020000,gorenje
2829,2070480250000,gorenje
2830,2100940050000,gorenje
2831,1081230040000,gorenje blato
2832,2090270210000,gorenje brdo
2833,1080390260000,gorenje brezovo
2834,2071210100000,gorenje dole
2835,2060540530000,gorenje dole
2836,2071570100000,gorenje gradišče
2837,2071190190000,gorenje gradišče pri šentj.
2838,2070850560000,gorenje grčevje
2839,1080600240000,gorenje jelenje
2840,2071300600000,gorenje jesenice
2841,2100130160000,gorenje jezero
2842,1081340160000,gorenje kališče
2843,2070850570000,gorenje kamence
2844,2070850580000,gorenje kamenje
2845,2071300610000,gorenje kamenje pri dobrniču
2846,2070850590000,gorenje karteljevo
2847,2070850600000,gorenje kronovo
2848,2071300620000,gorenje laknice
2849,2070850610000,gorenje lakovnice
2850,2071300630000,gorenje medvedje selo
2851,2071190200000,gorenje mokro polje
2852,2070850620000,gorenje mraševo
2853,2100130170000,gorenje otave
2854,2071040200000,gorenje podpoljane
2855,2071570110000,gorenje polje
2856,2110440020002,gorenje polje
2857,2071300640000,gorenje ponikve
2858,2041440060000,gorenje pri zrečah
2859,2071210110000,gorenje radulje
2860,2071300650000,gorenje selce
2861,2060090420000,gorenje skopice
2862,2071570120000,gorenje sušice
2863,2071190210000,gorenje vrhpolje
2864,2071300660000,gorenje zabukovje
2865,2090520140026,gorenjesavska cesta
2866,2071700080000,gorenji globodol
2867,2071040210000,gorenji lazi
2868,2060540540000,gorenji leskovec
2869,2111280130000,gorenji log
2870,2071190220000,gorenji maharovec
2871,2071300670000,gorenji mokronog
2872,2110140060000,gorenji novaki
2873,2071700090000,gorenji podboršt
2874,2071300680000,gorenji podboršt pri v. loki
2875,2071300690000,gorenji podšumberk
2876,2071650140000,gorenji potok
2877,2070170400000,gorenji radenci
2878,2070850670000,gorenji suhadol
2879,2071300700000,gorenji vrh pri dobrniču
2880,2110360070000,gorenji vrsnik
2881,2091020340006,gorenjska cesta
2882,1080710090022,gorenjska cesta
2883,1080640090009,gorenjska cesta
2884,2071040640006,gorenjska cesta
2885,2041330240035,gorenjska cesta
2886,1080720030016,gorenjska cesta
2887,2090820050004,gorenjska cesta
2888,2110140030006,gorenjska cesta
2889,2090030140002,gorenjska ulica
2890,2021430030000,gorenjski vrh
2891,2070170410000,gorica
2892,1080770090000,gorica
2893,2091020110000,gorica
2894,2010970070000,gorica
2895,2060540550000,gorica
2896,2041540030000,gorica pri dobjem
2897,2021710060000,gorica pri oplotnici
2898,2060540560000,gorica pri raztezu
2899,2041200220000,gorica pri slivnici
2900,2040110060000,gorica pri šmartnem
2901,2071040220000,goriča vas
2902,2021430040000,goričak
2903,1080710060000,goričane
2904,2090520080000,goriče
2905,2100940060000,goriče
2906,2120190110000,goriče pri famljah
2907,2041200230000,goričica
2908,2090950100006,goričica
2909,1080080040000,goričica pod krimom
2910,1080230120000,goričica pri ihanu
2911,1080770100000,goričica pri moravčah
2912,2100130180000,goričice
2913,2010800020006,gorička ulica
2914,2021690030012,goričnikova ulica
2915,2041330240036,goriška cesta
2916,2021710130004,goriška cesta
2917,2110460100001,goriška cesta
2918,2110070100002,goriška cesta
2919,2041260090009,goriška cesta
2920,2110010010007,goriška cesta
2921,2110140030007,goriška cesta
2922,2111360180006,goriška cesta
2923,2071210120000,goriška gora
2924,2041200920016,goriška ulica
2925,1080610110276,goriška ulica
2926,2111830010006,goriška ulica
2927,2020700200113,goriška ulica
2928,2120400040014,goriška ulica
2929,2040110030049,goriška ulica
2930,2120500410036,goriška ulica
2931,2071700100000,goriška vas
2932,2071210130000,goriška vas pri škocjanu
2933,2030250070000,goriški vrh
2934,2020580250033,goriškova ulica
2935,2020280070000,gorišnica
2936,1080610110277,gorjančeva ulica
2937,2040510050000,gorjane
2938,2060540830001,gorjanska cesta
2939,2120490090000,gorjansko
2940,2110140070000,gorje
2941,2060540830002,gorjupova cesta
2942,1080610110278,gorjupova ulica
2943,1080230130000,gorjuša
2944,2090040060000,gorjuše
2945,2010290060009,gorkega ulica
2946,2020700200114,gorkega ulica
2947,1080610110279,gorkičeva ulica
2948,2120400040015,gorkijeva ulica
2949,2010150040000,gornja bistrica
2950,2100380100000,gornja bitnja
2951,2070480270000,gornja briga
2952,2100910050000,gornja košana
2953,2070730190000,gornja lokvica
2954,2070170420000,gornja paka
2955,1080080010008,gornja pot
2956,2060540570000,gornja prekopa
2957,2071210140000,gornja stara vas
2958,2070850690000,gornja težka voda
2959,2041240200000,gornja vas
2960,2041440260000,gornja vas
2961,2061100220000,gornje brezovo
2962,2110070160000,gornje cerovo
2963,2070730200000,gornje dobravice
2964,2061100230000,gornje impolje
2965,2071090130000,gornje laze
2966,2071040640007,gornje lepovče
2967,2120190120000,gornje ležeče
2968,2070480280000,gornje ložine
2969,2061100240000,gornje orle
2970,2060540580000,gornje pijavško
2971,2071300710000,gornje prapreče
2972,1080600260000,gornje ravne
2973,1081340170000,gornje retje
2974,2120190130000,gornje vreme
2975,2071930100000,gornji ajdovec
2976,2011520040000,gornji črnci
2977,2030760020000,gornji dolič
2978,1080370040000,gornji ig
2979,2010290070000,gornji ivanjci
2980,2020870110000,gornji ključarovci
2981,2071930110000,gornji kot
2982,2071930120000,gornji križ
2983,2010590120000,gornji lakoš
2984,2060090430000,gornji lenart
2985,1080430850004,gornji log
2986,2010310030000,gornji petrovci
2987,1080320150000,gornji rogatec
2988,1080610110280,gornji rudnik i
2989,1080610110281,gornji rudnik ii
2990,1080610110282,gornji rudnik iii
2991,1080610110283,gornji rudnik iv
2992,2010560030000,gornji slaveči
2993,2070730210000,gornji suhor pri metliki
2994,2070170430000,gornji suhor pri vinici
2995,1080610110284,gornji trg
2996,2021670030008,gornji trg
2997,1080600270000,gornji vrh
2998,2100380110000,gornji zemon
2999,1080610110285,goropečnikova ulica
3000,2091470030000,goropeke
3001,2110360090008,gorska pot
3002,2090410220006,gorska pot
3003,2111280140000,gorski vrh
3004,2120500410037,gortanov trg
3005,1080610110286,gortanova ulica
3006,2020980100005,gortanova ulica
3007,2110840260010,gortanova ulica
3008,2110360090009,gortanova ulica
3009,2120400040016,gortanova ulica
3010,2030810010000,gortina
3011,2030810030008,gortinska cesta
3012,2040110030050,goručanova ulica
3013,1080610111502,gosarjeva ulica
3014,2020700200115,gospejna ulica
3015,2070850490003,gospodična
3016,1080610110287,gospodinjska ulica
3017,2040110030051,gosposka ulica
3018,2020700200116,gosposka ulica
3019,1080610110288,gosposka ulica
3020,2010150020002,gosposko
3021,1080610110289,gosposvetska cesta
3022,2031120120008,gosposvetska cesta
3023,2020700200117,gosposvetska cesta
3024,2030740030005,gosposvetska ulica
3025,2040110030052,gosposvetska ulica
3026,2090520140027,gosposvetska ulica
3027,2091220190000,gosteče
3028,1080230140002,gostičeva cesta
3029,1080230230001,gostičeva cesta
3030,1080720030017,gostičeva ulica
3031,1080230100012,gostičeva ulica
3032,2040920070000,gostinca
3033,2071650150000,gotenc
3034,2070480300000,gotenica
3035,2070851320033,gotna vas
3036,2041900380015,gotoveljska cesta
3037,2041900070000,gotovlje
3038,1080610110290,gotska ulica
3039,2040570140000,govce
3040,2061100250000,goveji dol
3041,2110360080000,govejk
3042,1080610110291,govekarjeva ulica
3043,2091310070000,gozd
3044,1080430170000,gozd
3045,2110010140000,gozd
3046,2030760050001,gozdarska cesta
3047,2031030180005,gozdarska pot
3048,2110140030008,gozdarska pot
3049,2090030010010,gozdarska ulica
3050,2021080160015,gozdarska ulica
3051,2040570150000,gozdec
3052,2070480170002,gozdna cesta
3053,2011000140007,gozdna cesta
3054,2020260050007,gozdna pot
3055,2021670030009,gozdna pot
3056,1080610110292,gozdna pot
3057,2060540870005,gozdna pot
3058,1080640090010,gozdna pot
3059,2031120120009,gozdna pot
3060,2090410220007,gozdna pot
3061,2120500410038,gozdna pot
3062,2020700200118,gozdna ulica
3063,2020980100006,gozdna ulica
3064,2011880030003,gozdna ulica
3065,2030810030009,gozdna ulica
3066,2021600120005,gozdna ulica
3067,2041060240009,gozdna ulica
3068,1080600280000,gozd-reka
3069,2071090440009,gozetova pot
3070,2090030040000,grabče
3071,2010290080000,grabe
3072,2020870120000,grabe
3073,2011660070000,grabe pri ljutomeru
3074,2071040230000,graben
3075,2091310130005,graben
3076,1080610110293,grablovičeva ulica
3077,2011160090000,grabonoš
3078,2021530070000,grabonoški vrh
3079,2111360180007,grabrijanova ulica
3080,2070730220000,grabrovec
3081,2011160100000,grabšinci
3082,2041440070000,gračič
3083,2120500300000,gračišče
3084,2040570160000,gračnica
3085,2011580020000,grad
3086,2090120090000,grad
3087,2070730230000,gradac
3088,1080610110294,gradaška ulica
3089,2060540590000,gradec
3090,2100910060000,gradec
3091,1080610110295,graden
3092,2071930130000,gradenc
3093,2070850740000,gradenje
3094,2020580150000,gradenšak
3095,1081340180000,gradež
3096,1080390270000,gradiček
3097,2120500310000,gradin
3098,2020280080000,gradišča
3099,2020420040000,gradiščak
3100,1080610110296,gradišče
3101,1080320160000,gradišče
3102,2060090040005,gradišče
3103,1081400190010,gradišče
3104,2010100070000,gradišče
3105,1081340190000,gradišče
3106,2100650450002,gradišče
3107,2021130870014,gradišče
3108,2031120040000,gradišče
3109,2021350100000,gradišče
3110,2040510060000,gradišče
3111,2110010010008,gradišče
3112,2021780030000,gradišče na kozjaku
3113,1081230050000,gradišče nad pijavo gorico
3114,2110840130000,gradišče nad prvačino
3115,2120190140000,gradišče pri divači
3116,1080600290000,gradišče pri litiji
3117,1080680110000,gradišče pri lukovici
3118,2120350070000,gradišče pri materiji
3119,2020870130000,gradišče pri ormožu
3120,2060540600000,gradišče pri raki
3121,2071300720000,gradišče pri trebnjem
3122,2111360040000,gradišče pri vipavi
3123,2041390160000,gradišče pri vojniku
3124,1080430180000,gradišče v tuhinju
3125,1080600300000,gradišče-k. o. grad. in polj.
3126,1080600310000,gradišče-k. o. št. lovrenc
3127,2120350080000,gradišica
3128,2020550020000,gradiška
3129,2020580250005,gradiška cesta
3130,2111360180008,gradiška cesta
3131,2091020340007,gradiška pot
3132,2031120120010,gradiška ulica
3133,2070851910004,gradiška ulica
3134,1080600320000,gradiške laze
3135,2041060090000,gradiški dol
3136,2101500070000,gradiško
3137,1080050010005,gradišnikova ulica
3138,2021690030013,gradišnikova ulica
3139,2071090140000,gradnik
3140,2091020340008,gradnikova cesta
3141,2090030010011,gradnikova cesta
3142,2090410230008,gradnikova ulica
3143,1080610110297,gradnikova ulica
3144,2060090120022,gradnikova ulica
3145,2040110030053,gradnikova ulica
3146,2111280600008,gradnikova ulica
3147,2110360090010,gradnikova ulica
3148,2090520140028,gradnikova ulica
3149,2100380150009,gradnikova ulica
3150,2120500410039,gradnikova ulica
3151,2110440100002,gradnikova ulica
3152,2060540610000,gradnje
3153,2110070170000,gradno
3154,1080610110298,grafenauerjeva ulica
3155,2100130190000,grahovo
3156,2111280150000,grahovo ob bači
3157,2091310080000,grahovše
3158,2020960050000,grajena
3159,2020960060000,grajenščak
3160,1080720020002,grajska cesta
3161,2070170140007,grajska cesta
3162,2070851380002,grajska cesta
3163,2021600020002,grajska cesta
3164,2010290060010,grajska cesta
3165,2090030010012,grajska cesta
3166,2110840160006,grajska cesta
3167,2021710130005,grajska cesta
3168,2060540830003,grajska cesta
3169,2110070100003,grajska cesta
3170,2110440100003,grajska cesta
3171,1080610110299,grajska planota
3172,1080640090011,grajska pot
3173,2050340070008,grajska pot
3174,2031010040001,grajska pot
3175,2091220510006,grajska pot
3176,2060540870006,grajska pot
3177,2120500410040,grajska pot
3178,2070480470017,grajska pot
3179,2071040640008,grajska pot
3180,2020960160031,grajska ulica
3181,2020700200119,grajska ulica
3182,2010800060012,grajska ulica
3183,2090040020004,grajska ulica
3184,2021130870015,grajska ulica
3185,2041140210003,grajska ulica
3186,2041140360006,grajska ulica
3187,2051420680011,grajska ulica
3188,2111280600009,grajska ulica
3189,2041510050000,grajska vas
3190,1080610110300,grajski drevored
3191,2020700180003,grajski grič
3192,2041240660008,grajski log
3193,2020980100007,grajski trg
3194,2041370080005,grajski trg
3195,2020700200120,grajski trg
3196,2071930500005,grajski trg
3197,1080710090023,grajzerjeva ulica
3198,1080610110301,grajzerjeva ulica
3199,1080610110302,gramozna pot
3200,2111830020002,gramozna pot
3201,2010020030002,gramozna ulica
3202,1080610110303,grampovčanova ulica
3203,2120400040017,gramscijeva ulica
3204,2120500410041,gramšijev trg
3205,2021710130006,granitna ulica
3206,2111280160000,grant
3207,1080610110304,grassellijeva ulica
3208,2041740060001,graščinska cesta
3209,1080230230002,grašičeva ulica
3210,1080600650011,graška cesta
3211,2031120050000,graška gora
3212,2041330240037,graškogorska cesta
3213,1081230150007,gratova ulica
3214,2071190460002,grbe
3215,1080600650012,grbinska cesta
3216,2071700110000,grč vrh
3217,2050340050003,grča
3218,1080640010000,grčarevec
3219,2071040240000,grčarice
3220,2040110030054,grčarjeva ulica
3221,2020700200121,grčarjeva ulica
3222,2071040250000,grčarske ravne
3223,2110840260011,grčna
3224,2020690060000,grdina
3225,2070850420002,greben
3226,2110440130001,greben
3227,2060540870007,grebenčeva cesta
3228,2071040260000,grebenje
3229,2071040130001,gredice
3230,2021690010001,gredlova ulica
3231,2020700200122,greenwiška cesta
3232,1080720030018,gregčeva ulica
3233,2071570070002,gregorčeva ulica
3234,2020960160032,gregorčičev drevored
3235,2100940210007,gregorčičev drevored
3236,1080320480003,gregorčičeva cesta
3237,2100380150010,gregorčičeva cesta
3238,2041330240038,gregorčičeva cesta
3239,2041260090010,gregorčičeva cesta
3240,1080230460002,gregorčičeva ulica
3241,1080230100013,gregorčičeva ulica
3242,1080230300005,gregorčičeva ulica
3243,1080640090012,gregorčičeva ulica
3244,2010020010005,gregorčičeva ulica
3245,1080430230016,gregorčičeva ulica
3246,1080610110305,gregorčičeva ulica
3247,2010590170002,gregorčičeva ulica
3248,2011000140008,gregorčičeva ulica
3249,2010800060013,gregorčičeva ulica
3250,2020580250006,gregorčičeva ulica
3251,2020700200123,gregorčičeva ulica
3252,2021130740005,gregorčičeva ulica
3253,2021130220003,gregorčičeva ulica
3254,2021130210003,gregorčičeva ulica
3255,2021130870016,gregorčičeva ulica
3256,2041200920017,gregorčičeva ulica
3257,2110070100004,gregorčičeva ulica
3258,2040110030055,gregorčičeva ulica
3259,2041900380016,gregorčičeva ulica
3260,2090270190003,gregorčičeva ulica
3261,2110440050005,gregorčičeva ulica
3262,2060090120023,gregorčičeva ulica
3263,2090520140029,gregorčičeva ulica
3264,2110360090011,gregorčičeva ulica
3265,2110840260012,gregorčičeva ulica
3266,2090030010013,gregorčičeva ulica
3267,2110440100004,gregorčičeva ulica
3268,2111280600010,gregorčičeva ulica
3269,2110460100002,gregorčičeva ulica
3270,2090410070026,gregorčičeva ulica
3271,2110840110002,gregorčičeva ulica
3272,2120190050002,gregorčičeva ulica
3273,2120500410042,gregorčičeva ulica
3274,2091470170008,gregorčičeva ulica
3275,2120400040018,gregorčičeva ulica
3276,2110010010009,gregorčičeva ulica
3277,2111360180009,gregorčičeva ulica
3278,2020700200124,gregorečeva ulica
3279,2070851320034,gregoričeva ulica
3280,2020870410007,gregoričeva ulica
3281,2090520140030,gregoričeva ulica
3282,1080610110306,gregorinova ulica
3283,2060090440000,gregovce
3284,2091220200000,grenc
3285,2010630220000,gresovščak
3286,2110840140000,grgar
3287,2110840150000,grgarske ravne
3288,2071650160000,grgelj
3289,2070170440000,griblje
3290,2090030010014,grič
3291,1081340830002,grič
3292,1080610110307,grič
3293,2060540620000,grič
3294,1080640090013,grič
3295,2061100810009,grič
3296,2070170450000,grič pri dobličah
3297,2070850760000,grič pri klevevžu
3298,2071300730000,grič pri trebnjem
3299,2070481390000,griček pri željnah
3300,2111830020003,griči
3301,1081400190011,grilcev grič
3302,2110360090012,grilčeva ulica
3303,2120500320000,grinjan
3304,1080390280000,grintovec
3305,1080391280007,grintovec
3306,2120500330000,grintovec
3307,2070880050000,grintovec pri osilnici
3308,1080430850005,grintovška cesta
3309,1080610110308,grintovška ulica
3310,2090520140031,grintovška ulica
3311,2071650170000,grivac
3312,2110010150000,grivče
3313,2110010010010,grivška pot
3314,2021080160016,grizoldova ulica
3315,2020700200125,grizoldova ulica
3316,1080390290000,griže
3317,2041900080000,griže
3318,2010630230000,grlava
3319,2041240210000,grliče
3320,2020420050000,grlinci
3321,2011880030004,grljanska ulica
3322,1080390300000,grm
3323,1081340200000,grm
3324,2071300740000,grm
3325,2070730240000,grm pri podzemlju
3326,2071300750000,grmada
3327,1080601240003,grmaška cesta
3328,2090520140032,grmičeva ulica
3329,2071210150000,grmovlje
3330,2041240220000,grobelce
3331,1080610110309,grobeljca
3332,1080720030019,grobeljska cesta
3333,1080610110310,grobeljska pot
3334,2041200240000,grobelno - del
3335,2041240230000,grobelno - del
3336,2100940070000,grobišče
3337,2070851320035,groblje
3338,1080230310003,groblje
3339,2071190230000,groblje pri prekopi
3340,2090820050005,grogova ulica
3341,2020700200126,grogova ulica
3342,2021130870017,grogova ulica
3343,1080610110311,groharjeva cesta
3344,2020960160033,groharjeva pot
3345,2040110030056,groharjeva ulica
3346,1080430230017,groharjeva ulica
3347,2020700200127,groharjeva ulica
3348,2091220510007,groharjevo naselje
3349,2021130210004,gromberška ulica
3350,2020960160034,gromova ulica
3351,2090520130009,grosova ulica
3352,2010630340011,grossmanova ulica
3353,1080610110312,grošljeva ulica
3354,1080610110313,groznikova ulica
3355,1080610110314,grško
3356,1080610110315,gruberjevo nabrežje
3357,2071190240000,gruča
3358,2111280170000,grudnica
3359,1080610110316,grudnova ulica
3360,2040110030057,grudnova ulica
3361,2120500410043,grudnova ulica
3362,1080610110317,grudnovo nabrežje
3363,2060540850010,gruenova ulica
3364,1080601240004,grumova cesta
3365,1080600650013,grumova ulica
3366,2040110030058,grunova ulica
3367,2041200250000,grušce
3368,2020550030000,grušena
3369,2020280090000,gruškovec
3370,2020700090000,grušova
3371,2040790040000,grušovlje
3372,2060540630000,gržeča vas
3373,2010290060011,gubčeva cesta
3374,2011000140009,gubčeva cesta
3375,2071301180002,gubčeva cesta
3376,2071301880006,gubčeva cesta
3377,2041330240039,gubčeva cesta
3378,1080600650014,gubčeva ulica
3379,2020870410008,gubčeva ulica
3380,1080230070008,gubčeva ulica
3381,1080230430009,gubčeva ulica
3382,2020580250007,gubčeva ulica
3383,2021130210005,gubčeva ulica
3384,1080430850006,gubčeva ulica
3385,1080610110318,gubčeva ulica
3386,2020700200128,gubčeva ulica
3387,2060090120024,gubčeva ulica
3388,1080640090014,gubčeva ulica
3389,2040110030059,gubčeva ulica
3390,2041240660009,gubčeva ulica
3391,2070170140008,gubčeva ulica
3392,2010020010006,gubčeva ulica
3393,2041140360007,gubčeva ulica
3394,2041900380017,gubčeva ulica
3395,2070730370012,gubčeva ulica
3396,2020960160035,gubčeva ulica
3397,2060540850011,gubčeva ulica
3398,2060541380011,gubčeva ulica
3399,2071301160004,gubčeva ulica
3400,2031120120011,gubčeva ulica
3401,2090520140033,gubčeva ulica
3402,2061100810010,gubčeva ulica
3403,2100380150011,gubčeva ulica
3404,2041060240010,gubčeva ulica
3405,2120400040019,gubčeva ulica
3406,2070851320036,gubčeva ulica
3407,2091020340009,gubčeva ulica
3408,2040510070000,gubno
3409,2020700200129,guličeva ulica
3410,2070850770000,gumberk
3411,1081230060000,gumnišče
3412,1080610110319,gunceljska cesta
3413,2020700200130,gunduličeva ulica
3414,1080610110320,gunduličeva ulica
3415,2060540640000,gunte
3416,1080610110321,gustinčarjeva ulica
3417,1080610110322,gustinčičeva ulica
3418,2020700200131,gvajčeva ulica
3419,2021600040004,h kanalu
3420,1081860010008,habatova ulica
3421,1081230150008,habičeva ulica
3422,1080430850007,habjanova ulica
3423,2100130090011,hacetova ulica
3424,1080610110323,hacetova ulica
3425,1080610110324,hacquetova ulica
3426,2090520140034,hafnarjeva pot
3427,1080610110325,hafnerjeva ulica
3428,2091220510008,hafnerjevo naselje
3429,2021590030000,hajdoše
3430,1080610110326,hajdrihova ulica
3431,2020870140000,hajndl
3432,2041240240000,hajnsko
3433,2021690010002,halefova ulica
3434,2021600090005,haloška ulica
3435,2020870150000,hardek
3436,2100380120000,harije
3437,2040570170000,harje
3438,2031010040002,harkova ulica
3439,1080610110327,hauptmanca
3440,2020960160036,hauptmaničeva ulica
3441,2041900380018,hausenbichlerjeva ulica
3442,2020700200133,hektorovičeva ulica
3443,1080610110328,herbersteinova ulica
3444,2020960160037,hercegova ulica
3445,2010290090000,hercegovščak
3446,2070850780000,herinja vas
3447,2020870160000,hermanci
3448,2020700200134,hermankova ulica
3449,2061100810011,hermanova cesta
3450,2020960160038,hermanova ulica
3451,2061101140000,hinje
3452,2071930140000,hinje
3453,1080430230018,hipolitov prehod
3454,2101500080000,hiteno
3455,2020700200135,hitra cesta
3456,1080610110329,hladilniška pot
3457,1080610110330,hladnikova cesta
3458,2070851320037,hladnikova ulica
3459,2091310140002,hladnikova ulica
3460,2020420060000,hlaponci
3461,2090270220000,hlavče njive
3462,2091020120000,hlebce
3463,1081340210000,hlebče
3464,1080610110331,hlebčeva ulica
3465,2060540090006,hlebčeva ulica
3466,2020700200136,hlebova ulica
3467,1080640020000,hleviše
3468,1080640030000,hlevni vrh
3469,2110070180000,hlevnik
3470,2031010040003,hmelina
3471,2041740060002,hmeljarska cesta
3472,2041900290003,hmeljarska ulica
3473,2021600050002,hmeljarska ulica
3474,2041900380019,hmeljarska ulica
3475,2071700120000,hmeljčič
3476,2060540830004,hmeljska cesta
3477,2090270230000,hobovše pri stari oselici
3478,2060540850012,hočevarjev trg
3479,2070730370013,hočevarjeva ulica
3480,1080200040000,hočevje
3481,2021600020003,hočka cesta
3482,2021600120006,hočka cesta
3483,2020700200137,hočka ulica
3484,2021600030000,hočko pohorje
3485,2011610010000,hodoš
3486,1080610110332,hodoščkova ulica
3487,2040790090007,hofbauerjeva ulica
3488,2041070050003,hofmanova ulica
3489,2051290140010,hohkrautova kolonija
3490,2040110030060,hohkrautova ulica
3491,1080600330000,hohovica
3492,2071040280000,hojče
3493,2021690040002,holcerjeva ulica
3494,2060090120025,holyjeva steza
3495,2071300760000,hom
3496,2040790050000,homec
3497,2041390170000,homec
3498,2110460060000,homec
3499,1081620010000,horjul
3500,1080210070005,horjulska cesta
3501,2010290060012,horvatova ulica
3502,2021690040003,horvatova ulica
3503,2071790180003,hosta
3504,2091220210000,hosta
3505,2110440130002,hoščina
3506,2021130260000,hošnica
3507,2090270240000,hotavlje
3508,1080640040000,hotedršica
3509,2091170010000,hotemaže
3510,2040990060000,hotemež
3511,2120350090000,hotična
3512,1080610110333,hotimirova ulica
3513,2021600040005,hotinjska cesta
3514,2010590130000,hotiza
3515,2090270250000,hotovlja
3516,2041200260000,hotunje
3517,1080610110334,hradeckega cesta
3518,2041900090000,hramše
3519,1080610110335,hranilniška ulica
3520,2020870170000,hranjigovci
3521,2070730250000,hrast pri jugorju
3522,2070170460000,hrast pri vinici
3523,1080710090024,hrastarjeva ulica
3524,2060540650000,hrastek
3525,1080210130000,hrastenice
3526,1080230320004,hrastičje
3527,2060090120026,hrastinska pot
3528,2041200270000,hrastje
3529,2020700120000,hrastje
3530,2071190250000,hrastje
3531,2091170020000,hrastje
3532,2041490040000,hrastje ob bistrici
3533,2060090450000,hrastje pri cerkljah
3534,1080320180000,hrastje pri grosupljem
3535,2071700130000,hrastje pri mirni peči
3536,2011000020000,hrastje-mota
3537,1080770110000,hrastnik
3538,2041390180000,hrastnik
3539,2051420160000,hrastnik pri trojanah
3540,2071300770000,hrastno
3541,1080390310000,hrastov dol
3542,1080230100014,hrastova ulica
3543,2090030010015,hrastova ulica
3544,1081860010009,hrastovec
3545,2041330040000,hrastovec
3546,2021430050000,hrastovec
3547,2021130270000,hrastovec pod bočem
3548,2020580160000,hrastovec v slov. goricah
3549,2071300780000,hrastovica
3550,2120500340000,hrastovlje
3551,2071210160000,hrastulje
3552,2111360050000,hrašče
3553,2100940080000,hrašče
3554,2091020130000,hraše
3555,1080710070000,hraše
3556,2090950030000,hraše pri preddvoru
3557,2011000030000,hrašenski vrh
3558,2091020170012,hraška cesta
3559,2040110030061,hrašovčeva ulica
3560,2070480330000,hreljin
3561,2020700130000,hrenca
3562,2020960160039,hreničeva ulica
3563,2041390190000,hrenova
3564,1080610110336,hrenova ulica
3565,2020700200138,hrenova ulica
3566,2100940090000,hrenovice
3567,1080640090015,hrib
3568,2070171210000,hrib
3569,1081400190012,hrib
3570,2071040130002,hrib
3571,2070850820000,hrib
3572,2090950040000,hrib
3573,1080770120000,hrib nad ribčami
3574,2071090150000,hrib pri cerovcu
3575,2071650180000,hrib pri fari
3576,2071930150000,hrib pri hinjah
3577,1080430190000,hrib pri kamniku
3578,2070480350000,hrib pri koprivniku
3579,2070850840000,hrib pri orehku
3580,2071090160000,hrib pri rožnem dolu
3581,2100380150012,hrib svobode
3582,1080320170010,hribarjeva cesta
3583,1080720030020,hribarjeva ulica
3584,2040110030062,hribarjeva ulica
3585,2021131230006,hribarjeva ulica
3586,2100130090012,hribarjeva ulica
3587,2101500090000,hribarjevo
3588,1080610110337,hribarjevo nabrežje
3589,2060090040006,hribček
3590,2110360090013,hribernikova ulica
3591,1080610110338,hribernikova ulica
3592,2040790090008,hribernikova ulica
3593,1080680120000,hribi
3594,1081230150009,hribi
3595,2100130200000,hribljane
3596,2070660040000,hrib-loški potok
3597,1080610110339,hribovska pot
3598,1080320170011,hribska pot
3599,2071040290000,hrovača
3600,2020700180004,hrovatova ulica
3601,1081340220000,hrustovo
3602,2041200280000,hruševec
3603,2070851910005,hruševec
3604,2120490100000,hruševica
3605,2100940100000,hruševje
3606,1080430200000,hruševka
3607,2110070190000,hruševlje
3608,1080210140000,hruševo
3609,1080610110340,hruševska cesta
3610,2090410050000,hrušica
3611,2070850850000,hrušica
3612,2100380130000,hrušica
3613,2100130210000,hruškarje
3614,2041200290000,hrušovje
3615,2071190260000,hrvaški brod
3616,2120500350000,hrvatini
3617,2120500020006,hrvatinova ulica
3618,2020700200139,hrvatska ulica
3619,1080610110341,hrvatski trg
3620,1080230430010,hubadova ulica
3621,2040110030063,hubadova ulica
3622,1080610110342,hubadova ulica
3623,2040570180000,huda jama
3624,1080320190000,huda polica
3625,2111280180000,hudajužna
3626,2020700200140,hudalesova ulica
3627,1080600340000,hude ravne
3628,2071300790000,hudeje
3629,2071210170000,hudenje
3630,2091310090000,hudi graben
3631,2071040300000,hudi konec
3632,2031770010000,hudi kot
3633,2110750020000,hudi log
3634,2101500100000,hudi vrh
3635,2041370020000,hudinja
3636,2070850860000,hudo
3637,2091310100000,hudo
3638,2061100260000,hudo brezje
3639,1080610110343,hudourniška pot
3640,2120400050004,hudourniška pot
3641,2021600080004,hudourniška ulica
3642,1080610110344,hudovernikova ulica
3643,2020870180000,hujbar
3644,2090520140035,huje
3645,2100380140000,huje
3646,1080230150001,hujska cesta
3647,2110070200000,hum
3648,2020870190000,hum pri ormožu
3649,2110440090004,humarji
3650,2071040130003,humec
3651,2060540850013,humekova ulica
3652,2091310110000,hušica
3653,2021820030000,hvaletinci
3654,1080230140003,i. ulica
3655,2111280190000,idrija pri bači
3656,2110360100000,idrijska bela
3657,2110360270001,idrijska cesta
3658,1081400190013,idrijska cesta
3659,2091470170009,idrijska cesta
3660,2110010010011,idrijska cesta
3661,1080610110345,idrijska ulica
3662,2110360110000,idrijske krnice
3663,2110360120000,idrijski log
3664,2110460070000,idrsko
3665,2110360130000,idršek
3666,1080370050000,ig
3667,2100650150000,iga vas
3668,2070850870000,iglenik
3669,2071300800000,iglenik pri veliki loki
3670,1080230160009,igriška cesta
