,objectId,countryCode,postalCode,placeName,adminName1,adminCode1,adminName2,adminCode2,adminName3
1811,fMhpK4aOnA,HR,47250,Sela Bosiljevska,Karlovačka,05,,,Duga Resa
1812,skss1KsCzW,HR,47250,Koranska Strana,Karlovačka,05,,,Duga Resa
1813,omGzgt4YZd,HR,47250,Jarče Polje,Karlovačka,05,,,Duga Resa
1814,dYDd7ZbucU,HR,47250,Skoblić Brdo,Karlovačka,05,,,Duga Resa
1815,k6biXoIvJu,HR,47250,Mihalić Selo,Karlovačka,05,,,Duga Resa
1816,uwJbNgOcK0,HR,47250,Brcković Draga,Karlovačka,05,,,Duga Resa
1817,CJihPc09ko,HR,47250,Kestenak,Karlovačka,05,,,Duga Resa
1818,uupR9zYO5w,HR,47250,Milani,Karlovačka,05,,,Duga Resa
1819,pYVs30AQxU,HR,47250,Lišnica,Karlovačka,05,,,Duga Resa
1820,Kdnz5gLT2L,HR,47250,Rendulići,Karlovačka,05,,,Duga Resa
1821,zO7yxOekfV,HR,47250,Točak Perjasički,Karlovačka,05,,,Duga Resa
1822,0bQQOoH2bo,HR,47250,Gršćaki,Karlovačka,05,,,Duga Resa
1823,20egqXBlWx,HR,47250,Keići,Karlovačka,05,,,Duga Resa
1824,jppWNgEVqK,HR,47250,Varoš Bosiljevski,Karlovačka,05,,,Duga Resa
1825,Z2shyZILuB,HR,47250,Mala Kosa,Karlovačka,05,,,Duga Resa
1826,BOhPXCfPw7,HR,47250,Carevo Selo,Karlovačka,05,,,Duga Resa
1827,uwd1I4Bl3s,HR,47250,Jankovo Selište,Karlovačka,05,,,Duga Resa
1828,pvJAqoV2MF,HR,47250,Fučkovac,Karlovačka,05,,,Duga Resa
1829,Sh1vnUdESu,HR,47250,Kasuni,Karlovačka,05,,,Duga Resa
1830,g4oDAbl146,HR,47250,Strgari,Karlovačka,05,,,Duga Resa
1831,q7MpykOrRp,HR,47250,Miloševac,Karlovačka,05,,,Duga Resa
1832,YPTrmnwfQM,HR,47250,Laslavići,Karlovačka,05,,,Duga Resa
1833,ecn1aTm9eh,HR,47250,Svojić,Karlovačka,05,,,Duga Resa
1834,MaODtlE2bT,HR,47250,Mrežnički Brest,Karlovačka,05,,,Duga Resa
1835,KVqfmsh8OR,HR,47250,Veliki Kozinac,Karlovačka,05,,,Duga Resa
1836,CCqVVboDru,HR,47250,Petrakovo Brdo,Karlovačka,05,,,Duga Resa
1837,B8OVESWadk,HR,47250,Johi,Karlovačka,05,,,Duga Resa
1838,RAsWLwt35F,HR,47250,Špehari,Karlovačka,05,,,Duga Resa
1839,1DgIVIRNHZ,HR,47250,Soline,Karlovačka,05,,,Duga Resa
1840,gTCaN9eVhZ,HR,47250,Bitorajci,Karlovačka,05,,,Duga Resa
1841,lmwIIrbKcC,HR,47250,Mrežničko Dvorište,Karlovačka,05,,,Duga Resa
1842,jiOuMWuCjV,HR,47250,Frketić Selo,Karlovačka,05,,,Duga Resa
1843,N8RkprJh3D,HR,47250,Skukani,Karlovačka,05,,,Duga Resa
1844,k2SILBmql9,HR,47250,Belajski Malinci,Karlovačka,05,,,Duga Resa
1845,d7vUXqjDX7,HR,47250,Skupica,Karlovačka,05,,,Duga Resa
1846,YOUu5iQe2W,HR,47250,Štirkovac,Karlovačka,05,,,Duga Resa
1847,qXsAHq1WJN,HR,47250,Zagradci,Karlovačka,05,,,Duga Resa
1848,nTMjREp8S2,HR,47250,Straža,Karlovačka,05,,,Duga Resa
1849,BEIvDPYrBO,HR,47250,Spahići,Karlovačka,05,,,Duga Resa
1850,TYV6FDJc8B,HR,47250,Dubravci,Karlovačka,05,,,Duga Resa
1851,HyxOKdABhC,HR,47250,Belajske Poljice,Karlovačka,05,,,Duga Resa
1852,cZJUpHLxLc,HR,47250,Sveti Petar Mrežnički,Karlovačka,05,,,Duga Resa
1853,HHag93upPG,HR,47250,Cerovački Galovići,Karlovačka,05,,,Duga Resa
1854,tkrhCdxjGI,HR,47250,Rešetarevo,Karlovačka,05,,,Duga Resa
1855,iWUCDBQ0eG,HR,47250,Šeketino Brdo,Karlovačka,05,,,Duga Resa
1856,ABxv45OYCr,HR,47250,Donje Mrzlo Polje Mrežničko,Karlovačka,05,,,Duga Resa
1857,nmAVi01Sjv,HR,47250,Gornje Mrzlo Polje Mrežničko,Karlovačka,05,,,Duga Resa
1858,4ULEHcXEMO,HR,47250,Belajska Vinica,Karlovačka,05,,,Duga Resa
1859,ETLG63SLbA,HR,47250,Bošt,Karlovačka,05,,,Duga Resa
1860,WBqWVqAElO,HR,47250,Lisičina Gorica,Karlovačka,05,,,Duga Resa
1861,JOeQimJsu2,HR,47250,Novo Selo Bosiljevsko,Karlovačka,05,,,Duga Resa
1862,WDLyNBVkn2,HR,47250,Lipošćaki,Karlovačka,05,,,Duga Resa
1863,N6HJF2ybm5,HR,47250,Novo Brdo Mrežničko,Karlovačka,05,,,Duga Resa
1864,EDGPSEDnb4,HR,47250,Lipov Pesak,Karlovačka,05,,,Duga Resa
1865,tkhZ354rQQ,HR,47250,Orijevac,Karlovačka,05,,,Duga Resa
1866,wipWuHcWd8,HR,47250,Banjsko Selo,Karlovačka,05,,,Duga Resa
1867,8n08GODkJ1,HR,47250,Sarovo,Karlovačka,05,,,Duga Resa
1868,CHQaTOT0Xf,HR,47250,Potok Bosiljevski,Karlovačka,05,,,Duga Resa
1869,lGcbdUeNQV,HR,47250,Protulipa,Karlovačka,05,,,Duga Resa
1870,KX5RDqyS4V,HR,47250,Malik,Karlovačka,05,,,Duga Resa
1871,QsSXmc71lO,HR,47250,Novo Selo Perjasičko,Karlovačka,05,,,Duga Resa
1872,lcZTqlXo2p,HR,47250,Orišje,Karlovačka,05,,,Duga Resa
1873,FtOPXin0Qz,HR,47250,Resnik Bosiljevski,Karlovačka,05,,,Duga Resa
1874,GNGSjrQvtP,HR,47250,Podumol,Karlovačka,05,,,Duga Resa
1875,H0nUFAzdj7,HR,47250,Petrunići,Karlovačka,05,,,Duga Resa
1876,x1GCkIRAGA,HR,47250,Potplaninsko,Karlovačka,05,,,Duga Resa
1877,2ujxG1i8XY,HR,47250,Ponorac Perjasički,Karlovačka,05,,,Duga Resa
1878,6VR1AeDxOc,HR,47250,Podrebar,Karlovačka,05,,,Duga Resa
1879,Ig77kapBZy,HR,47250,Mali Kozinac,Karlovačka,05,,,Duga Resa
1880,LSubTG5PGd,HR,47250,Maletići,Karlovačka,05,,,Duga Resa
1881,EPn9V8nUvM,HR,47280,Gornji Lović,Karlovačka,05,,,Ozalj
1882,C7F2nwl7jU,HR,47280,Reštovo,Karlovačka,05,,,Ozalj
1883,BLZDStHpVG,HR,47280,Veliki Vrh Kamanjski,Karlovačka,05,,,Ozalj
1884,qUP64BiuW6,HR,47280,Doljani Žumberački,Karlovačka,05,,,Ozalj
1885,TN9fmckD0p,HR,47280,Vivodina,Karlovačka,05,,,Ozalj
1886,zvLqoocYq3,HR,47280,Badovinci,Karlovačka,05,,,Ozalj
1887,ZOKyTxB2iS,HR,47280,Veliki Erjavec,Karlovačka,05,,,Ozalj
1888,FlqgEAHg7v,HR,47280,Bubnjarci,Karlovačka,05,,,Ozalj
1889,lhSqeni8yj,HR,47280,Podbrežje,Karlovačka,05,,,Ozalj
1890,Q6EEaRTA8U,HR,47280,Bratovanci,Karlovačka,05,,,Ozalj
1891,oPk3P0hRVI,HR,47280,Pilatovci,Karlovačka,05,,,Ozalj
1892,RfT2brlUCU,HR,47280,Kašt,Karlovačka,05,,,Ozalj
1893,j65Cd8wp4H,HR,47280,Police Pirišće,Karlovačka,05,,,Ozalj
1894,MGUVBAKB82,HR,47280,Kunčani,Karlovačka,05,,,Ozalj
1895,cHtrDd4QUY,HR,47280,Ozalj,Karlovačka,05,,,Ozalj
1896,OVlYB44beA,HR,47280,Jaškovo,Karlovačka,05,,,Ozalj
1897,Mey9PD8NnR,HR,47280,Mali Vrh Kamanjski,Karlovačka,05,,,Ozalj
1898,8XHlhb3jEm,HR,47280,Zorkovac,Karlovačka,05,,,Ozalj
1899,buzl2ZyChK,HR,47280,Zaluka,Karlovačka,05,,,Ozalj
1900,leD2druLy2,HR,47280,Mali Erjavec,Karlovačka,05,,,Ozalj
1901,V7ic2zfsnh,HR,47280,Slapno,Karlovačka,05,,,Ozalj
1902,dBtFnicDKQ,HR,47280,Donji Lović,Karlovačka,05,,,Ozalj
1903,HyWVXcZoMp,HR,47280,Ferenci,Karlovačka,05,,,Ozalj
1904,7M5UsTpwMl,HR,47280,Svetice,Karlovačka,05,,,Ozalj
1905,0moAALEm0t,HR,47280,Breznik,Karlovačka,05,,,Ozalj
1906,YwBZt3SHHa,HR,47280,Stojavnica,Karlovačka,05,,,Ozalj
1907,1ah0RTLaJ8,HR,47280,Brlog Ozaljski,Karlovačka,05,,,Ozalj
1908,ABiFNQSckS,HR,47280,Brezje Vivodinsko,Karlovačka,05,,,Ozalj
1909,ieFlPAUv6Y,HR,47280,Tomašnica,Karlovačka,05,,,Ozalj
1910,iC52vYUoCh,HR,47280,Dragoševci,Karlovačka,05,,,Ozalj
1911,IIiPELQlIt,HR,47280,Galezova Draga,Karlovačka,05,,,Ozalj
1912,FSV9cXOqhw,HR,47280,Dančulovići,Karlovačka,05,,,Ozalj
1913,lZgJYwR76u,HR,47280,Kamanje,Karlovačka,05,,,Ozalj
1914,J931GUJXpE,HR,47280,Liješće,Karlovačka,05,,,Ozalj
1915,AYSRxlxyA0,HR,47280,Donji Oštri Vrh Ozaljski,Karlovačka,05,,,Ozalj
1916,lO7OgMORil,HR,47280,Preseka Ozaljska,Karlovačka,05,,,Ozalj
1917,Zgz6S0Fno8,HR,47280,Brezovica Žumberačka,Karlovačka,05,,,Ozalj
1918,oSTRpAm1cR,HR,47280,Zajačko Selo,Karlovačka,05,,,Ozalj
1919,cjEMCBkPTV,HR,47280,Cvetišće,Karlovačka,05,,,Ozalj
1920,Jtp29I0aRy,HR,47280,Brašljevica,Karlovačka,05,,,Ozalj
1921,QDdgktqkmS,HR,47280,Hodinci,Karlovačka,05,,,Ozalj
1922,unrhepX6sJ,HR,47280,Galin,Karlovačka,05,,,Ozalj
1923,W1x01LdhEX,HR,47280,Vrbanska Draga,Karlovačka,05,,,Ozalj
1924,QBGI68GXb8,HR,47280,Fratrovci Ozaljski,Karlovačka,05,,,Ozalj
1925,Nev0e2R1DH,HR,47280,Furjanići,Karlovačka,05,,,Ozalj
1926,myuRkF7Fun,HR,47280,Goli Vrh Ozaljski,Karlovačka,05,,,Ozalj
1927,k1FarXD9Z8,HR,47280,Vrškovac,Karlovačka,05,,,Ozalj
1928,uEdX4GDvOL,HR,47280,Belošići,Karlovačka,05,,,Ozalj
1929,KtybXDx1UK,HR,47280,Goršćaki Ozaljski,Karlovačka,05,,,Ozalj
1930,kup5BoS3JU,HR,47280,Vuketić,Karlovačka,05,,,Ozalj
1931,YkqjLA8hNR,HR,47280,Goleši Žumberački,Karlovačka,05,,,Ozalj
1932,Aq6PiUHSB8,HR,47280,Dojutrovica,Karlovačka,05,,,Ozalj
1933,tsRdgxgmBd,HR,47280,Cerje Vivodinsko,Karlovačka,05,,,Ozalj
1934,4PMPUIuISX,HR,47280,Budim Vivodinski,Karlovačka,05,,,Ozalj
1935,Gx6kilEI0H,HR,47280,Bulići,Karlovačka,05,,,Ozalj
1936,CaOhGd1HQP,HR,47280,Boševci,Karlovačka,05,,,Ozalj
1937,PgCJ86DykU,HR,47280,Zorkovac Vivodinski,Karlovačka,05,,,Ozalj
1938,nVHLa64dcl,HR,47280,Vuksani,Karlovačka,05,,,Ozalj
1939,L2BmMi57vi,HR,47280,Dvorište Vivodinsko,Karlovačka,05,,,Ozalj
1940,ppYsAEBMGk,HR,47280,Vini Vrh,Karlovačka,05,,,Ozalj
1941,WpGnlhtHGq,HR,47280,Hrastovica Vivodinska,Karlovačka,05,,,Ozalj
1942,ufCEJ5cd27,HR,47280,Grdun,Karlovačka,05,,,Ozalj
1943,xDfCXOZOyY,HR,47280,Belinsko Selo,Karlovačka,05,,,Ozalj
1944,xRERBgNbmE,HR,47280,Svetičko Hrašće,Karlovačka,05,,,Ozalj
1945,xHVOPtTNZc,HR,47280,Rajakovići,Karlovačka,05,,,Ozalj
1946,0ikfaoFeAw,HR,47280,Gudalji,Karlovačka,05,,,Ozalj
1947,Km34HeU3fK,HR,47280,Varaštovac,Karlovačka,05,,,Ozalj
1948,AAkUsBUHD0,HR,47280,Kuljaji,Karlovačka,05,,,Ozalj
1949,0wfuDf526Y,HR,47280,Durlinci,Karlovačka,05,,,Ozalj
1950,0HeVbBHaj7,HR,47280,Dvorišće Ozaljsko,Karlovačka,05,,,Ozalj
1951,x3DtTvD3AI,HR,47280,Sekulići,Karlovačka,05,,,Ozalj
1952,w3UClKUy2v,HR,47280,Dučići,Karlovačka,05,,,Ozalj
1953,PnKfrfcCOS,HR,47280,Rujevo,Karlovačka,05,,,Ozalj
1954,QCFZG4TCau,HR,47280,Šiljki,Karlovačka,05,,,Ozalj
1955,6nciVxKb5O,HR,47280,Sršići,Karlovačka,05,,,Ozalj
1956,jaM8pRLYNK,HR,47280,Gornji Oštri Vrh Ozaljski,Karlovačka,05,,,Ozalj
1957,ssMaX9Z2T8,HR,47280,Gorniki Vivodinski,Karlovačka,05,,,Ozalj
1958,ebgZTMNdBf,HR,47280,Radina Vas,Karlovačka,05,,,Ozalj
1959,A0fCDGvPqD,HR,47280,Grandić Breg,Karlovačka,05,,,Ozalj
1960,5lBN70LWIz,HR,47280,Ilovac,Karlovačka,05,,,Ozalj
1961,Hsio2SWfyY,HR,47280,Kamenci,Karlovačka,05,,,Ozalj
1962,syaUDIApJM,HR,47280,Popovići Žumberački,Karlovačka,05,,,Ozalj
1963,vl2gRPAQ3D,HR,47280,Orljakovo,Karlovačka,05,,,Ozalj
1964,yXwMT7E7km,HR,47280,Mirkopolje,Karlovačka,05,,,Ozalj
1965,ZbaroUWRji,HR,47280,Keseri,Karlovačka,05,,,Ozalj
1966,sGFDobJ37U,HR,47280,Malinci,Karlovačka,05,,,Ozalj
1967,dw0tHkhzVb,HR,47280,Lukunić Draga,Karlovačka,05,,,Ozalj
1968,xaOXv1kgpa,HR,47280,Vrhovac,Karlovačka,05,,,Ozalj
1969,9YUnCri7z4,HR,47280,Trešćerovac,Karlovačka,05,,,Ozalj
1970,cWiD2bxSAo,HR,47280,Polje Ozaljsko,Karlovačka,05,,,Ozalj
1971,9EGwHLPEfP,HR,47280,Zorkovac na Kupi,Karlovačka,05,,,Ozalj
1972,yzp1FLmTrD,HR,47280,Vrhovački Sopot,Karlovačka,05,,,Ozalj
1973,IPIgZiGPny,HR,47280,Požun,Karlovačka,05,,,Ozalj
1974,E6fTaMkgjc,HR,47280,Trg,Karlovačka,05,,,Ozalj
1975,0w5yAk40sl,HR,47280,Soldatići,Karlovačka,05,,,Ozalj
1976,PPjLMhoneI,HR,47280,Novaki Ozaljski,Karlovačka,05,,,Ozalj
1977,aBKZlbKLtk,HR,47280,Podgraj,Karlovačka,05,,,Ozalj
1978,aIT3QVwlb5,HR,47280,Lukšići Ozaljski,Karlovačka,05,,,Ozalj
1979,MiRU2xAXDV,HR,47280,Škaljevica,Karlovačka,05,,,Ozalj
1980,MtGZsSKJVX,HR,47280,Lović Prekriški,Karlovačka,05,,,Ozalj
1981,tm3xS2ygdc,HR,47280,Obrež Vivodinski,Karlovačka,05,,,Ozalj
1982,RnKg6AMZHF,HR,47280,Petruš Vrh,Karlovačka,05,,,Ozalj
1983,HmXeSfBrhA,HR,47300,Skradnik,Karlovačka,05,,,Ogulin
1984,heuYza1jW8,HR,47280,Pećarići,Karlovačka,05,,,Ozalj
1985,vlz32CsPa5,HR,47300,Tounj,Karlovačka,05,,,Ogulin
1986,UbWDAwsfIw,HR,47300,Munjava,Karlovačka,05,,,Ogulin
1987,5JXqlTsBbT,HR,47300,Ogulin,Karlovačka,05,,,Ogulin
1988,tFOMRt70Gz,HR,47300,Lička Jesenica,Karlovačka,05,,,Ogulin
1989,UWGtmcumHu,HR,47300,Vitunj,Karlovačka,05,,,Ogulin
1990,XpJRfpGalI,HR,47280,Radatovići,Karlovačka,05,,,Ozalj
1991,kEFKUkj9FW,HR,47300,Trošmarija,Karlovačka,05,,,Ogulin
1992,VwJ0312BKK,HR,47300,Begovac,Karlovačka,05,,,Ogulin
1993,EPMtHn16ES,HR,47300,Donje Zagorje,Karlovačka,05,,,Ogulin
1994,tAbp5W83H2,HR,47300,Otok Oštarijski,Karlovačka,05,,,Ogulin
1995,GiB5M7HDuE,HR,47300,Potok Musulinski,Karlovačka,05,,,Ogulin
1996,eeyvstGB2U,HR,47300,Oštarije,Karlovačka,05,,,Ogulin
1997,b53GxgOmnT,HR,47300,Cerovnik,Karlovačka,05,,,Ogulin
1998,1Rf02MdDKD,HR,47300,Zdenac,Karlovačka,05,,,Ogulin
1999,h90cBE6FTY,HR,47300,Plaški,Karlovačka,05,,,Ogulin
2000,k5GQHEhZQ8,HR,47300,Salopek Selo,Karlovačka,05,,,Ogulin
2001,DWwAc5oF0f,HR,47300,Hreljin Ogulinski,Karlovačka,05,,,Ogulin
2002,V7YTTupYFa,HR,47300,Potok Tounjski,Karlovačka,05,,,Ogulin
2003,pCh6aAQJdK,HR,47300,Turkovići Ogulinski,Karlovačka,05,,,Ogulin
2004,1Q1W7m7UVN,HR,47300,Puškarići,Karlovačka,05,,,Ogulin
2005,Cb7aLHkVGK,HR,47300,Modruš,Karlovačka,05,,,Ogulin
2006,rCFrhG27MB,HR,47300,Blata,Karlovačka,05,,,Ogulin
2007,P2kI9jMVCn,HR,47300,Drežnica,Karlovačka,05,,,Ogulin
2008,cVmffaan2R,HR,47300,Lapat,Karlovačka,05,,,Ogulin
2009,jSylZlWEHU,HR,47300,Sveti Petar,Karlovačka,05,,,Ogulin
2010,EsHjgxqBbl,HR,47300,Rebrovići,Karlovačka,05,,,Ogulin
2011,RUZYCyEp5i,HR,47300,Gornje Dubrave,Karlovačka,05,,,Ogulin
2012,bxMMhErTMR,HR,47300,Vojnovac,Karlovačka,05,,,Ogulin
2013,K2l8fuiGjx,HR,47300,Gerovo Tounjsko,Karlovačka,05,,,Ogulin
2014,WNTZo8pwmV,HR,47300,Kamenica Skradnička,Karlovačka,05,,,Ogulin
2015,7VqLq5jAAk,HR,47300,Jasenak,Karlovačka,05,,,Ogulin
2016,yuS3qCr1TI,HR,47300,Desmerice,Karlovačka,05,,,Ogulin
2017,yj2UVPXC2o,HR,47300,Janja Gora,Karlovačka,05,,,Ogulin
2018,40o47RyIsk,HR,47300,Gornje Zagorje,Karlovačka,05,,,Ogulin
2019,Q9889dZDLq,HR,47300,Međeđak,Karlovačka,05,,,Ogulin
2020,yf6op9SfDe,HR,47300,Sabljak Selo,Karlovačka,05,,,Ogulin
2021,8Qb0jEsHnO,HR,47300,Josipdol,Karlovačka,05,,,Ogulin
2022,ah7A8pDiMq,HR,47300,Saborsko,Karlovačka,05,,,Ogulin
2023,lWqsgFhzac,HR,47300,Latin,Karlovačka,05,,,Ogulin
2024,wtaZ4LKhGT,HR,47300,Kunić,Karlovačka,05,,,Ogulin
2025,vX7hHKAxvY,HR,47300,Jezero,Karlovačka,05,,,Ogulin
2026,n4CXy89gfr,HR,47300,Salopeki Modruški,Karlovačka,05,,,Ogulin
2027,v2Qrtf7rXB,HR,47300,Istočni Trojvrh,Karlovačka,05,,,Ogulin
2028,jRCm2ZHLqD,HR,47300,Tržić Tounjski,Karlovačka,05,,,Ogulin
2029,uF2d8i2oUm,HR,47300,Dujmić Selo,Karlovačka,05,,,Ogulin
2030,FUsIiuvzSx,HR,47300,Pothum Plaščanski,Karlovačka,05,,,Ogulin
2031,dmOygt73Lg,HR,47300,Popovo Selo,Karlovačka,05,,,Ogulin
2032,iiVqwiY8ai,HR,47300,Trojvrh,Karlovačka,05,,,Ogulin
2033,FfiGu9zBLZ,HR,47300,Carevo Polje,Karlovačka,05,,,Ogulin
2034,DYdvHbBG4k,HR,47300,Zagorje,Karlovačka,05,,,Ogulin
2035,IPlZQ6LeBN,HR,47300,Marković Selo,Karlovačka,05,,,Ogulin
2036,9xBZH3oGxL,HR,47300,Ribarići,Karlovačka,05,,,Ogulin
2037,v0GqNV2sDv,HR,47300,Munjava Modruška,Karlovačka,05,,,Ogulin
2038,dvfy5oeqMh,HR,47300,Vajin Vrh,Karlovačka,05,,,Ogulin
2039,B1yETZWKn2,HR,47300,Sabljaki Modruški,Karlovačka,05,,,Ogulin
2040,A2JoHI41Aq,HR,48000,Jagnjedovec,Koprivničko-Križevačka,06,,,Koprivnica
2041,B6NcWUFi29,HR,48000,Bakovčica,Koprivničko-Križevačka,06,,,Koprivnica
2042,b1wAR6uktF,HR,48000,Koledinec,Koprivničko-Križevačka,06,,,Koprivnica
2043,SAamSMMGAN,HR,48000,Lukovec,Koprivničko-Križevačka,06,,,Koprivnica
2044,rMqeeS6yyj,HR,48000,Hudovljani,Koprivničko-Križevačka,06,,,Koprivnica
2045,qNEEqzUCdx,HR,48000,Široko Selo,Koprivničko-Križevačka,06,,,Koprivnica
2046,dCO93288gO,HR,48000,Miličani,Koprivničko-Križevačka,06,,,Koprivnica
2047,cA30ge0LMZ,HR,48000,Pustakovec,Koprivničko-Križevačka,06,,,Koprivnica
2048,yr8TWQdODU,HR,48000,Veliki Poganac,Koprivničko-Križevačka,06,,,Koprivnica
2049,9UNFeRJfOo,HR,48000,Koprivnica,Koprivničko-Križevačka,06,,,Koprivnica
2050,vJsKVYpBZR,HR,48000,Goričko,Koprivničko-Križevačka,06,,,Koprivnica
2051,Z4TlGFuVgH,HR,48000,Duga Rijeka,Koprivničko-Križevačka,06,,,Koprivnica
2052,L26mrJ8xu0,HR,48000,Subotica Podravska,Koprivničko-Križevačka,06,,,Koprivnica
2053,objazG5DNC,HR,48000,Botinovec,Koprivničko-Križevačka,06,,,Koprivnica
2054,vRuoBEASYU,HR,48000,Velika Branjska,Koprivničko-Križevačka,06,,,Koprivnica
2055,H825h2acdB,HR,48000,Mala Branjska,Koprivničko-Križevačka,06,,,Koprivnica
2056,XjFQcnsakR,HR,48000,Sokolovac,Koprivničko-Križevačka,06,,,Koprivnica
2057,ChdZpU5iUF,HR,48000,Velika Mučna,Koprivničko-Križevačka,06,,,Koprivnica
2058,NEmwv21s7G,HR,48000,Gornja Velika,Koprivničko-Križevačka,06,,,Koprivnica
2059,Bup3DJGO1w,HR,48000,Mali Poganac,Koprivničko-Križevačka,06,,,Koprivnica
2060,WvHJngTTss,HR,48000,Ludbreški Ivanac,Koprivničko-Križevačka,06,,,Koprivnica
2061,5X1Oy0l4j2,HR,48000,Cvetkovec,Koprivničko-Križevačka,06,,,Koprivnica
2062,NW6Uw38tWG,HR,48000,Koprivnički Ivanec,Koprivničko-Križevačka,06,,,Koprivnica
2063,lzSSucPyGq,HR,48000,Radeljevo Selo,Koprivničko-Križevačka,06,,,Koprivnica
2064,HoIJqAdjD9,HR,48000,Ivančec,Koprivničko-Križevačka,06,,,Koprivnica
2065,3DwpfTBwXP,HR,48000,Herešin,Koprivničko-Križevačka,06,,,Koprivnica
2066,XCU8g92W4E,HR,48000,Glogovac,Koprivničko-Križevačka,06,,,Koprivnica
2067,SafFgpgxwW,HR,48000,Srijem,Koprivničko-Križevačka,06,,,Koprivnica
2068,dsddm1Hvmd,HR,48000,Vrhovac Sokolovački,Koprivničko-Križevačka,06,,,Koprivnica
2069,tVX1lXv2jv,HR,48000,Veliki Grabičani,Koprivničko-Križevačka,06,,,Koprivnica
2070,G2y6208ueD,HR,48000,Peščenik,Koprivničko-Križevačka,06,,,Koprivnica
2071,KNGJyctCXK,HR,48000,Lepavina,Koprivničko-Križevačka,06,,,Koprivnica
2072,nKN10Gkm3U,HR,48000,Veliki Botinovac,Koprivničko-Križevačka,06,,,Koprivnica
2073,YuNeVkspwF,HR,48000,Domaji,Koprivničko-Križevačka,06,,,Koprivnica
2074,E9p6v9LFVx,HR,48000,Kunovec,Koprivničko-Križevačka,06,,,Koprivnica
2075,xTR7BjneIM,HR,48000,Ribnjak,Koprivničko-Križevačka,06,,,Koprivnica
2076,cQDuuLR6PH,HR,48000,Grdak,Koprivničko-Križevačka,06,,,Koprivnica
2077,LHE8re28BO,HR,48000,Gornji Maslarac,Koprivničko-Križevačka,06,,,Koprivnica
2078,wRoyr9zLOb,HR,48000,Gorica,Koprivničko-Križevačka,06,,,Koprivnica
2079,Yxj6QeSTpK,HR,48000,Koprivnički Bregi,Koprivničko-Križevačka,06,,,Koprivnica
2080,G2D8UFSjiY,HR,48000,Rasinja,Koprivničko-Križevačka,06,,,Koprivnica
2081,dkFKMhHCNk,HR,48000,Borovljani,Koprivničko-Križevačka,06,,,Koprivnica
2082,RPBMEmwGeZ,HR,48000,Trnovac Sokolovački,Koprivničko-Križevačka,06,,,Koprivnica
2083,CgVYh6sQFk,HR,48000,Reka,Koprivničko-Križevačka,06,,,Koprivnica
2084,26WGmdbEpv,HR,48000,Paunovac,Koprivničko-Križevačka,06,,,Koprivnica
2085,DChztVo04s,HR,48000,Ladislav Sokolovački,Koprivničko-Križevačka,06,,,Koprivnica
2086,HHZ0er1pMn,HR,48000,Donja Velika,Koprivničko-Križevačka,06,,,Koprivnica
2087,yjTSIxVciV,HR,48000,Rijeka Koprivnička,Koprivničko-Križevačka,06,,,Koprivnica
2088,4n8F2TGQFI,HR,48000,Prnjavor Lepavinski,Koprivničko-Križevačka,06,,,Koprivnica
2089,ywZ7rEH5Cr,HR,48000,Jeduševac,Koprivničko-Križevačka,06,,,Koprivnica
2090,ibgEywFyYS,HR,48000,Donji Maslarac,Koprivničko-Križevačka,06,,,Koprivnica
2091,06Vgh2o8I6,HR,48000,Prkos,Koprivničko-Križevačka,06,,,Koprivnica
2092,qbGcc26d2l,HR,48000,Kuzminec,Koprivničko-Križevačka,06,,,Koprivnica
2093,P2328ZoVzy,HR,48000,Mala Rijeka,Koprivničko-Križevačka,06,,,Koprivnica
2094,xNtBLWKBZ9,HR,48000,Mala Mučna,Koprivničko-Križevačka,06,,,Koprivnica
2095,1cq4sKwkeT,HR,48000,Mali Botinovac,Koprivničko-Križevačka,06,,,Koprivnica
2096,EZVphieI88,HR,48000,Vojvodinec,Koprivničko-Križevačka,06,,,Koprivnica
2097,wNHmNxUY0m,HR,48000,Velika Rasinjica,Koprivničko-Križevačka,06,,,Koprivnica
2098,eC4mCUpPHo,HR,48000,Jankovac,Koprivničko-Križevačka,06,,,Koprivnica
2099,31lqi1gugF,HR,48000,Grbaševec,Koprivničko-Križevačka,06,,,Koprivnica
2100,4EdSxH9T4m,HR,48000,Brđani Sokolovački,Koprivničko-Križevačka,06,,,Koprivnica
2101,UyA5GmOpT0,HR,48000,Belanovo Selo,Koprivničko-Križevačka,06,,,Koprivnica
2102,yo4mdOw6PZ,HR,48000,Draganovec,Koprivničko-Križevačka,06,,,Koprivnica
2103,6grCi7WrsB,HR,48000,Mali Grabičani,Koprivničko-Križevačka,06,,,Koprivnica
2104,WUZ0jgkrIH,HR,48000,Donjara,Koprivničko-Križevačka,06,,,Koprivnica
2105,FLTJarjFMF,HR,48000,Mala Rasinjica,Koprivničko-Križevačka,06,,,Koprivnica
2106,eBwoAEiiek,HR,48000,Starigrad,Koprivničko-Križevačka,06,,,Koprivnica
2107,liCT1fmzbR,HR,48000,Rovištanci,Koprivničko-Križevačka,06,,,Koprivnica
2108,vtWwvd4XR9,HR,48214,Brezovljani,Koprivničko-Križevačka,06,,,Sveti Ivan Žabno
2109,8llFKRVzGG,HR,48000,Kunovec Breg,Koprivničko-Križevačka,06,,,Koprivnica
2110,lf5vZAF32N,HR,48000,Štaglinec,Koprivničko-Križevačka,06,,,Koprivnica
